trade_id,security_isin,trade_amount,counterparty_risk_score,historical_fail_rate,market_volatility_index,settlement_delay_days,settlement_failed,security_type_Derivative,security_type_Equity,currency_GBP,currency_JPY,currency_USD,counterparty_Barclays,counterparty_Citi,counterparty_Goldman Sachs,counterparty_HSBC,counterparty_JPMorgan,counterparty_Morgan Stanley,trade_size_category_Medium,trade_size_category_Large,trade_size_category_XL
3661,US592046947,3371835.17,0.3,0.053,22.0,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True
3662,US665268980,1573489.59,0.999,0.143,24.12,0,0,False,False,False,False,True,False,False,False,False,True,False,False,True,False
3663,US300352583,3510583.69,0.094,0.088,14.36,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
3664,US653401021,1945773.38,0.213,0.127,23.57,1,0,True,False,False,False,True,False,False,False,False,True,False,False,True,False
3665,US660066082,10875.82,0.272,0.063,14.84,4,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False
3666,US799053714,821404.6,0.619,0.167,24.98,3,1,True,False,False,True,False,False,False,False,True,False,False,False,True,False
3667,US324860158,4414265.19,0.745,0.008,11.52,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True
3668,US575541325,1121243.12,0.752,0.138,38.46,0,0,True,False,True,False,False,False,False,False,False,False,True,False,True,False
3669,US841089875,573422.59,0.009,0.166,17.39,1,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False
3670,US177309808,3414181.02,0.652,0.129,24.01,2,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True
3671,US280494616,2209125.15,0.631,0.038,10.98,0,1,False,True,False,True,False,False,False,False,False,True,False,False,False,True
3672,US836346535,3984988.77,0.518,0.057,15.78,2,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True
3673,US216715789,4308610.22,0.379,0.103,30.8,2,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True
3674,US821883289,4231484.5,0.797,0.066,13.35,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
3675,US229009366,1571916.0,0.344,0.001,28.84,2,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False
3676,US647410581,2532674.23,0.23,0.008,10.06,4,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True
3677,US565323951,3254207.26,0.31,0.154,23.95,3,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True
3678,US992014584,1616695.61,0.44,0.017,31.64,2,1,False,True,False,False,True,False,False,False,False,False,True,False,True,False
3679,US281325906,215085.58,0.214,0.186,37.79,3,1,False,True,False,True,False,False,True,False,False,False,False,True,False,False
3680,US790502578,2483365.27,0.608,0.089,24.79,2,0,True,False,True,False,False,False,False,True,False,False,False,False,False,True
3681,US426585218,73963.48,0.884,0.152,35.22,4,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3682,US117016233,4753721.67,0.595,0.025,34.08,4,0,True,False,False,False,True,False,True,False,False,False,False,False,False,True
3683,US956053010,3985451.39,0.447,0.185,18.87,3,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True
3684,US335822792,968128.78,0.797,0.007,36.24,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3685,US484231707,1444983.03,0.748,0.008,29.21,1,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False
3686,US177337555,4914364.35,0.367,0.011,13.13,1,0,True,False,True,False,False,False,False,False,False,True,False,False,False,True
3687,US621170637,1874007.29,0.604,0.021,38.17,2,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False
3688,US354196808,3920774.56,0.73,0.097,15.3,1,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True
3689,US335154170,2239609.19,0.245,0.158,24.11,3,0,True,False,False,False,True,False,False,False,False,False,True,False,False,True
3690,US650778491,4321838.66,0.366,0.057,23.99,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,True
3691,US440997494,3521730.01,0.106,0.149,28.76,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3692,US240341880,124321.2,0.988,0.155,29.95,3,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False
3693,US235382523,1479005.53,0.086,0.182,16.99,2,1,True,False,True,False,False,False,False,False,False,False,False,False,True,False
3694,US680203282,2794381.65,0.169,0.03,20.57,4,0,False,True,False,False,True,False,False,False,False,True,False,False,False,True
3695,US627223726,4631608.48,0.48,0.027,14.34,2,0,False,True,True,False,False,False,True,False,False,False,False,False,False,True
3696,US958315763,519129.17,0.865,0.024,13.78,2,0,False,False,False,False,True,False,False,False,False,False,True,False,True,False
3697,US583529101,3009801.06,0.356,0.072,34.75,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,True
3698,US974824613,1517861.89,0.769,0.098,32.52,1,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False
3699,US616457908,4447745.63,0.676,0.092,23.28,1,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True
3700,US274798652,3828196.35,0.639,0.051,12.88,3,0,False,True,False,False,True,False,False,False,False,False,True,False,False,True
3701,US393522083,1854816.58,0.845,0.124,23.5,4,0,False,False,False,True,False,True,False,False,False,False,False,False,True,False
3702,US514612391,843844.79,0.014,0.068,18.83,1,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False
3703,US157190864,67374.88,0.929,0.073,33.34,1,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False
3704,US298099208,3109460.91,0.829,0.021,12.9,4,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True
3705,US153274943,2036557.8,0.938,0.118,23.54,1,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True
3706,US388496288,1580634.9,0.794,0.131,27.74,0,0,True,False,False,False,True,False,False,False,True,False,False,False,True,False
3707,US245292083,4927656.44,0.879,0.152,39.57,1,1,False,True,False,False,False,False,False,False,True,False,False,False,False,True
3708,US320182616,2336049.26,0.203,0.181,12.69,0,1,False,True,False,True,False,True,False,False,False,False,False,False,False,True
3709,US420124557,3751698.03,0.319,0.153,13.42,2,0,False,False,False,True,False,True,False,False,False,False,False,False,False,True
3710,US522442186,895287.96,0.315,0.047,39.64,2,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False
3711,US418862132,77141.74,0.109,0.047,22.17,0,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False
3712,US302884834,2093637.47,0.73,0.183,32.31,3,0,True,False,False,False,True,True,False,False,False,False,False,False,False,True
3713,US314400954,3331667.53,0.136,0.158,33.5,0,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True
3714,US524378408,2537927.49,0.053,0.156,19.44,3,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True
3715,US306771907,4453426.63,0.775,0.144,16.43,4,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True
3716,US376987898,2175556.96,0.905,0.053,18.28,4,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
3717,US756678979,1561904.04,0.764,0.169,32.93,0,0,True,False,False,False,True,True,False,False,False,False,False,False,True,False
3718,US646489307,4581082.89,0.825,0.029,35.21,3,1,True,False,True,False,False,False,False,False,True,False,False,False,False,True
3719,US539219975,2039943.37,0.596,0.07,30.99,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True
3720,US646585089,1355542.83,0.888,0.069,23.24,0,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False
3721,US820715624,497328.77,0.497,0.112,17.88,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3722,US445349756,3968615.77,0.988,0.093,22.76,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
3723,US500383597,4127206.39,0.103,0.092,37.44,4,0,True,False,False,False,True,False,False,False,True,False,False,False,False,True
3724,US488290133,176155.94,0.809,0.111,35.9,2,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False
3725,US711184552,1799641.54,0.641,0.083,19.7,3,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False
3726,US895987070,3751883.51,0.581,0.05,19.84,3,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3727,US641922558,4732445.42,0.726,0.133,33.4,2,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True
3728,US439169974,1895313.24,0.84,0.158,22.8,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False
3729,US234503439,4361546.62,0.863,0.096,27.18,0,1,True,False,True,False,False,False,False,False,True,False,False,False,False,True
3730,US478610749,1974664.83,0.175,0.13,22.67,1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False
3731,US291462256,905678.19,0.197,0.107,17.27,2,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False
3732,US251570863,27196.26,0.016,0.012,15.67,3,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False
3733,US248907677,1657603.31,0.132,0.085,14.19,1,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False
3734,US869583371,1898590.5,0.264,0.002,10.34,1,0,False,True,False,True,False,False,False,False,True,False,False,False,True,False
3735,US455652642,4726136.47,0.721,0.132,18.42,1,0,False,True,False,True,False,False,False,False,False,True,False,False,False,True
3736,US176350218,1038290.56,0.476,0.102,15.14,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False
3737,US268194541,1917331.23,0.758,0.025,17.74,4,1,True,False,False,False,True,False,False,False,False,True,False,False,True,False
3738,US553961265,135519.11,0.487,0.108,12.27,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False
3739,US415033044,3820063.28,0.556,0.18,20.25,3,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True
3740,US192108542,4576554.77,0.111,0.068,25.6,0,1,False,True,False,True,False,True,False,False,False,False,False,False,False,True
3741,US782148500,1196725.03,0.777,0.196,38.34,4,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False
3742,US373335620,2150685.6,0.758,0.192,20.41,4,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
3743,US109909551,619341.98,0.308,0.157,10.93,1,0,False,True,False,True,False,False,True,False,False,False,False,False,True,False
3744,US449496595,2289608.8,0.329,0.163,20.87,1,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True
3745,US525109442,675378.89,0.22,0.082,34.52,0,1,True,False,True,False,False,False,False,False,False,False,True,False,True,False
3746,US593633440,2621508.99,0.814,0.081,20.2,1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True
3747,US503113980,3675763.98,0.747,0.191,18.75,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True
3748,US208403912,2771180.45,0.609,0.073,37.57,4,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True
3749,US785591996,1233645.7,0.239,0.019,18.92,3,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False
3750,US240212104,1775441.97,0.172,0.031,39.11,3,0,True,False,False,True,False,False,False,True,False,False,False,False,True,False
3751,US826709571,3196477.96,0.05,0.142,34.98,2,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True
3752,US609174818,2952879.53,0.046,0.077,30.53,2,1,False,True,False,True,False,False,False,False,False,True,False,False,False,True
3753,US440534224,692506.19,0.187,0.04,27.95,2,0,False,True,False,False,True,False,False,False,True,False,False,False,True,False
3754,US377828065,4226297.87,0.101,0.163,16.74,3,0,False,True,False,False,True,True,False,False,False,False,False,False,False,True
3755,US653960151,2381192.67,0.556,0.098,31.91,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True
3756,US984009439,820222.43,0.358,0.114,20.41,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False
3757,US408259904,622904.45,0.445,0.031,24.57,3,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False
3758,US207983879,4828103.36,0.594,0.039,13.12,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True
3759,US174931500,1414860.2,0.659,0.025,18.88,2,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False
3760,US935158358,4543882.0,0.648,0.103,25.87,1,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True
3761,US874929838,2058820.64,0.261,0.155,24.04,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
3762,US453076647,1935747.94,0.81,0.146,20.31,2,0,False,True,False,True,False,False,False,True,False,False,False,False,True,False
3763,US387533387,3507635.56,0.918,0.052,24.16,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True
3764,US790100661,59317.61,0.316,0.17,32.35,1,0,True,False,False,True,False,False,False,True,False,False,False,True,False,False
3765,US892833611,1697066.71,0.017,0.021,23.78,4,0,True,False,False,True,False,False,True,False,False,False,False,False,True,False
3766,US202562350,1520202.1,0.899,0.023,25.18,4,1,False,True,True,False,False,True,False,False,False,False,False,False,True,False
3767,US690660110,4341809.49,0.924,0.17,31.03,2,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True
3768,US537757800,2650326.46,0.051,0.049,35.25,2,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
3769,US490050450,1829205.08,0.005,0.142,25.81,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False
3770,US712132889,1337735.76,0.816,0.002,38.45,4,1,False,True,False,False,False,False,False,False,False,False,True,False,True,False
3771,US807916595,2956643.95,0.301,0.019,20.6,1,0,False,True,False,False,True,False,False,False,False,False,True,False,False,True
3772,US930560860,766848.97,0.915,0.122,17.58,1,0,True,False,True,False,False,True,False,False,False,False,False,False,True,False
3773,US832643733,1238561.79,0.217,0.036,30.79,3,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
3774,US559946215,1475124.7,0.861,0.006,15.27,3,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False
3775,US950868756,3043465.65,0.069,0.093,37.0,1,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True
3776,US663961650,1872542.25,0.261,0.066,21.6,3,0,False,True,False,False,True,False,False,False,False,False,True,False,True,False
3777,US938575653,2533858.67,0.973,0.16,30.94,0,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True
3778,US493836307,3255686.94,0.231,0.164,27.11,2,1,True,False,False,True,False,False,False,True,False,False,False,False,False,True
3779,US266654456,4781795.29,0.133,0.123,11.63,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True
3780,US970305436,3826538.61,0.857,0.059,31.27,4,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True
3781,US699601330,2032231.34,0.118,0.092,33.7,4,1,False,True,False,False,True,False,False,True,False,False,False,False,False,True
3782,US857745462,3743894.12,0.097,0.14,39.47,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True
3783,US153102022,4748973.96,0.323,0.014,22.48,3,0,True,False,False,True,False,False,False,False,False,False,True,False,False,True
3784,US665619035,2501908.92,0.635,0.066,25.09,3,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True
3785,US547642139,2058379.7,0.711,0.164,36.25,1,1,True,False,True,False,False,False,False,False,False,True,False,False,False,True
3786,US677721749,399313.31,0.881,0.081,18.08,1,1,False,True,True,False,False,False,True,False,False,False,False,True,False,False
3787,US257841483,4462928.15,0.541,0.125,15.67,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True
3788,US753798229,1239707.06,0.393,0.019,13.99,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False
3789,US154441451,329149.91,0.359,0.155,39.35,4,1,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3790,US961274305,2690645.4,0.847,0.02,18.11,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,True
3791,US192637143,4231039.23,0.724,0.172,32.72,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,True
3792,US532293025,2039108.93,0.905,0.021,23.49,2,1,True,False,False,True,False,False,False,True,False,False,False,False,False,True
3793,US126912512,3917506.68,0.964,0.178,17.22,0,0,True,False,False,True,False,False,False,False,True,False,False,False,False,True
3794,US181428039,4183616.08,0.3,0.073,37.4,4,1,False,False,True,False,False,False,False,False,True,False,False,False,False,True
3795,US675972438,2277473.76,0.53,0.125,23.91,3,0,True,False,False,True,False,True,False,False,False,False,False,False,False,True
3796,US774189221,2958865.78,0.632,0.169,26.98,4,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
3797,US404651525,2674222.37,0.164,0.002,16.67,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True
3798,US707652053,4696587.35,0.053,0.053,19.72,1,0,False,True,True,False,False,False,False,False,False,False,True,False,False,True
3799,US118861720,3630273.37,0.868,0.182,32.43,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
3800,US112545745,4627460.63,0.536,0.078,20.29,0,0,False,True,True,False,False,True,False,False,False,False,False,False,False,True
3801,US580405392,1107849.79,0.571,0.141,25.18,2,1,False,False,False,True,False,False,False,False,False,False,True,False,True,False
3802,US270793532,1558081.89,0.555,0.028,13.43,3,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False
3803,US546984453,363858.23,0.755,0.136,35.5,0,1,False,False,True,False,False,False,False,False,False,True,False,True,False,False
3804,US296059865,2504540.7,0.146,0.015,32.13,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
3805,US775942682,4370879.16,0.614,0.143,32.82,4,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True
3806,US701398919,1640965.02,0.469,0.065,15.35,1,0,False,True,False,False,True,False,False,False,False,True,False,False,True,False
3807,US215166587,650127.71,0.897,0.093,24.85,4,1,True,False,False,False,True,False,False,False,False,False,True,False,True,False
3808,US960991928,351546.81,0.52,0.033,10.83,3,1,True,False,False,True,False,False,False,False,True,False,False,True,False,False
3809,US449382748,2243026.36,0.943,0.126,19.45,1,1,False,True,False,False,True,False,True,False,False,False,False,False,False,True
3810,US626218082,828468.51,0.353,0.068,20.44,3,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False
3811,US942233255,1737059.1,0.967,0.077,37.41,1,1,False,True,False,False,True,False,False,True,False,False,False,False,True,False
3812,US575796770,4101699.24,0.875,0.13,39.78,1,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True
3813,US948119215,1926396.44,0.584,0.036,28.53,4,0,False,True,True,False,False,False,False,False,False,True,False,False,True,False
3814,US231783404,3053255.88,0.354,0.17,25.5,2,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True
3815,US989026359,2515778.68,0.376,0.148,23.2,4,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
3816,US490272688,3595481.13,0.773,0.116,10.55,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,True
3817,US171178892,789263.15,0.581,0.026,34.0,3,0,False,True,True,False,False,False,False,False,True,False,False,False,True,False
3818,US258945980,4603000.77,0.402,0.137,30.15,3,0,True,False,True,False,False,False,False,False,True,False,False,False,False,True
3819,US123647205,3221727.66,0.636,0.004,29.48,2,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True
3820,US547260720,1362059.12,0.733,0.161,34.27,1,0,False,True,False,False,True,False,False,False,False,True,False,False,True,False
3821,US132916781,625036.0,0.023,0.061,37.84,3,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False
3822,US312587376,757130.57,0.09,0.023,21.69,2,1,False,False,False,True,False,False,False,False,False,True,False,False,True,False
3823,US457844103,3915488.01,0.094,0.033,22.79,0,0,False,True,False,True,False,True,False,False,False,False,False,False,False,True
3824,US257717034,2944669.17,0.232,0.193,39.25,3,1,False,True,False,True,False,False,False,False,True,False,False,False,False,True
3825,US503403155,1909983.87,0.427,0.155,29.93,0,0,False,True,True,False,False,True,False,False,False,False,False,False,True,False
3826,US563967099,1671175.22,0.804,0.048,35.54,4,0,False,True,False,True,False,False,False,True,False,False,False,False,True,False
3827,US249928800,4280232.44,0.351,0.193,16.65,3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
3828,US481653593,4375064.99,0.017,0.028,19.51,3,1,True,False,False,True,False,False,False,False,True,False,False,False,False,True
3829,US325853780,2910497.57,0.483,0.147,21.75,1,1,False,True,True,False,False,False,True,False,False,False,False,False,False,True
3830,US909766644,2627474.89,0.997,0.131,19.51,0,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True
3831,US409446576,4084075.73,0.349,0.164,36.53,4,0,False,True,False,True,False,False,False,False,False,True,False,False,False,True
3832,US154407485,3749182.55,0.961,0.076,25.35,2,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True
3833,US730487657,2007622.66,0.101,0.08,38.61,4,0,True,False,False,True,False,True,False,False,False,False,False,False,False,True
3834,US286783082,422866.04,0.173,0.125,19.64,3,0,False,True,True,False,False,True,False,False,False,False,False,True,False,False
3835,US290644021,3844815.54,0.724,0.08,11.12,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,True
3836,US880626301,851818.13,0.501,0.008,14.14,3,0,True,False,False,False,True,False,False,False,True,False,False,False,True,False
3837,US219494888,91720.76,0.765,0.146,16.51,2,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
3838,US731424776,4218080.35,0.864,0.128,29.2,2,0,True,False,False,False,True,False,False,True,False,False,False,False,False,True
3839,US386397783,2895486.69,0.251,0.085,15.43,3,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True
3840,US474060580,4459413.52,0.683,0.061,21.44,3,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True
3841,US248443952,2428094.54,0.608,0.064,33.86,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3842,US602796840,4633140.69,0.862,0.148,13.74,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
3843,US392945424,1776319.02,0.43,0.146,12.41,1,0,False,True,False,True,False,False,True,False,False,False,False,False,True,False
3844,US588932183,3625364.79,0.052,0.164,26.2,2,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True
3845,US235718676,1511922.68,0.574,0.152,30.94,0,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False
3846,US508980274,15806.68,0.959,0.152,37.33,2,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False
3847,US657755962,1904925.23,0.015,0.05,29.86,3,0,False,True,True,False,False,True,False,False,False,False,False,False,True,False
3848,US131834022,3691449.91,0.24,0.02,38.39,2,0,False,True,False,True,False,False,False,True,False,False,False,False,False,True
3849,US421175734,758620.66,0.316,0.152,17.34,4,1,False,True,True,False,False,True,False,False,False,False,False,False,True,False
3850,US633531688,2528962.15,0.766,0.02,20.25,2,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True
3851,US227424038,1069484.21,0.323,0.196,35.18,4,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False
3852,US853424063,382374.37,0.239,0.175,34.33,0,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
3853,US968694794,3091085.39,0.649,0.107,29.95,0,0,False,True,False,True,False,False,False,False,False,False,True,False,False,True
3854,US292644589,4760318.44,0.046,0.07,25.18,4,0,True,False,True,False,False,False,False,False,True,False,False,False,False,True
3855,US961557642,1560414.05,0.171,0.105,10.53,2,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False
3856,US664741452,2907422.54,0.408,0.147,18.41,0,1,True,False,True,False,False,False,False,False,True,False,False,False,False,True
3857,US870631806,4768480.81,0.356,0.151,14.75,2,0,True,False,False,False,True,False,True,False,False,False,False,False,False,True
3858,US206221101,3255911.92,0.347,0.015,11.54,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3859,US809545516,3368835.38,0.109,0.161,33.28,1,1,True,False,False,False,True,False,True,False,False,False,False,False,False,True
3860,US720949504,902853.27,0.361,0.128,13.94,4,1,False,True,True,False,False,False,True,False,False,False,False,False,True,False
3861,US700747175,2468122.3,0.798,0.008,20.72,4,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True
3862,US837996395,1841742.91,0.414,0.063,39.32,2,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False
3863,US791580235,2360074.69,0.586,0.102,22.27,1,0,False,True,False,True,False,False,True,False,False,False,False,False,False,True
3864,US668046151,4006124.62,0.164,0.038,14.25,1,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True
3865,US776934087,2308887.95,0.07,0.031,30.69,4,0,True,False,True,False,False,False,False,False,False,False,True,False,False,True
3866,US834194620,323624.88,0.88,0.003,34.3,3,0,True,False,True,False,False,False,False,False,False,True,False,True,False,False
3867,US135103852,4528652.89,0.331,0.182,18.37,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
3868,US563449355,2728631.28,0.35,0.011,34.28,2,0,False,True,False,True,False,False,False,True,False,False,False,False,False,True
3869,US849935036,4623226.85,0.878,0.073,18.15,0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,True
3870,US355003887,2866049.02,0.708,0.041,30.79,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
3871,US300693664,357485.22,0.756,0.148,13.74,0,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False
3872,US416927276,2768818.27,0.682,0.141,22.83,3,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True
3873,US980728166,2882937.27,0.106,0.161,25.61,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True
3874,US976315611,1079556.0,0.958,0.123,31.76,3,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False
3875,US405794297,2360435.13,0.909,0.118,29.5,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,True
3876,US106722055,2302613.14,0.236,0.081,35.6,4,0,False,False,False,False,True,False,False,True,False,False,False,False,False,True
3877,US584818072,3118151.98,0.804,0.127,15.53,3,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True
3878,US685839450,1305474.35,0.409,0.023,29.84,2,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False
3879,US109035949,2912924.61,0.684,0.137,13.83,4,0,True,False,False,False,True,False,False,False,False,False,True,False,False,True
3880,US319624790,1212350.69,0.166,0.021,24.34,4,1,False,True,False,False,True,False,False,False,False,False,True,False,True,False
3881,US132672748,2237761.91,0.539,0.172,25.74,1,1,True,False,False,False,True,False,False,False,False,False,True,False,False,True
3882,US441825966,622301.44,0.127,0.101,10.82,2,0,False,True,False,False,True,False,False,False,False,True,False,False,True,False
3883,US355656662,196129.73,0.536,0.106,12.11,0,0,False,True,False,False,True,False,False,False,False,False,True,True,False,False
3884,US274198448,1609730.66,0.244,0.117,35.18,4,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False
3885,US545798062,1380113.04,0.452,0.155,18.6,0,1,True,False,True,False,False,False,False,True,False,False,False,False,True,False
3886,US622258259,2040610.2,0.668,0.096,20.38,4,0,False,True,False,False,True,False,False,False,False,True,False,False,False,True
3887,US901397585,4810293.27,0.877,0.086,29.21,2,0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
3888,US128751505,2615924.18,0.165,0.058,16.62,4,0,False,True,True,False,False,True,False,False,False,False,False,False,False,True
3889,US591720641,2770351.76,0.893,0.026,15.79,0,1,True,False,False,True,False,True,False,False,False,False,False,False,False,True
3890,US809924163,4708589.18,0.39,0.038,22.65,0,1,False,True,False,False,False,False,False,False,True,False,False,False,False,True
3891,US674833629,4606524.22,0.844,0.0,11.77,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
3892,US316272544,4421718.65,0.513,0.174,37.51,0,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True
3893,US985779070,498993.76,0.862,0.153,38.2,3,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False
3894,US798638755,3175144.08,0.663,0.044,23.45,4,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True
3895,US611328849,4042413.91,0.509,0.0,16.28,3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
3896,US496360164,4179517.7,0.313,0.098,24.12,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
3897,US619798418,2893756.64,0.969,0.083,13.0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True
3898,US513697774,97302.78,0.801,0.155,21.93,4,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False
