trade_id,security_isin,security_type,trade_amount,currency,counterparty,counterparty_risk_score,historical_fail_rate,market_volatility_index,settlement_delay_days,settlement_failed
5419,US943659593,Bond,1054978.8,GBP,JPMorgan,0.841,0.125,27.52,3,0
5420,US795203751,Bond,2790815.04,GBP,JPMorgan,0.691,0.087,39.12,4,0
5421,US968210862,Bond,3425167.99,EUR,Citi,0.657,0.106,11.48,3,0
5422,US115438825,Bond,696974.62,USD,Citi,0.441,0.198,18.08,4,1
5423,US837419712,Derivative,1231675.84,USD,Morgan Stanley,0.642,0.066,28.26,3,0
5424,US974743708,Equity,973619.96,EUR,Goldman Sachs,0.738,0.043,32.88,4,1
5425,US100484273,Bond,1107785.79,GBP,Citi,0.123,0.09,34.22,1,0
5426,US433084001,Bond,4604358.49,EUR,Goldman Sachs,0.257,0.105,36.52,4,0
5427,US795604722,Derivative,3581939.67,JPY,BNP Paribas,0.194,0.017,15.05,3,0
5428,US300511628,Bond,3688163.83,USD,Citi,0.841,0.161,21.1,2,1
5429,US617659381,Bond,3972036.6,EUR,BNP Paribas,0.68,0.084,31.43,3,0
5430,US423880832,Equity,1789299.48,USD,Barclays,0.451,0.083,31.46,1,0
5431,US664439969,Bond,3838251.23,JPY,Barclays,0.826,0.132,19.24,4,1
5432,US195096924,Derivative,4892282.84,GBP,BNP Paribas,0.717,0.155,19.13,4,0
5433,US239603887,Equity,3494987.29,GBP,Barclays,0.914,0.197,19.62,4,0
5434,US938009070,Derivative,2089598.03,GBP,BNP Paribas,0.077,0.035,36.76,1,1
5435,US595616204,Equity,3584635.33,USD,Goldman Sachs,0.509,0.069,37.29,3,1
5436,US944507695,Equity,4504965.55,JPY,Morgan Stanley,0.707,0.034,10.44,4,1
5437,US553711280,Bond,652520.1,EUR,BNP Paribas,0.207,0.176,19.75,2,1
5438,US603386943,Bond,1333820.43,GBP,Citi,0.327,0.11,21.76,2,1
5439,US886525500,Bond,4597288.11,USD,Citi,0.419,0.17,39.47,0,1
5440,US474549404,Derivative,4731702.17,GBP,Goldman Sachs,0.794,0.197,38.33,2,0
5441,US912159270,Bond,2425854.24,JPY,BNP Paribas,0.494,0.11,28.85,0,0
5442,US713501567,Bond,1879009.31,EUR,Barclays,0.493,0.024,11.37,4,1
5443,US924950041,Equity,1421081.21,GBP,Morgan Stanley,0.431,0.072,15.74,1,0
5444,US152762640,Bond,2498770.19,JPY,Citi,0.229,0.007,23.03,1,1
5445,US985846086,Bond,4673310.45,USD,Morgan Stanley,0.923,0.17,38.77,1,1
5446,US590853644,Bond,757550.04,JPY,Morgan Stanley,0.318,0.004,12.84,4,0
5447,US709281348,Bond,2104954.89,USD,JPMorgan,0.567,0.118,33.74,4,1
5448,US163569689,Equity,4558923.21,GBP,Morgan Stanley,0.149,0.021,15.74,3,1
5449,US725668400,Bond,1752105.16,GBP,BNP Paribas,0.434,0.002,25.24,2,1
5450,US868359874,Equity,3842726.22,JPY,HSBC,0.904,0.051,33.01,4,1
5451,US977532166,Derivative,1952406.33,USD,JPMorgan,0.995,0.11,30.77,2,1
5452,US198727225,Bond,4026584.12,JPY,HSBC,0.362,0.015,33.27,1,0
5453,US133522480,Bond,4905201.73,JPY,Goldman Sachs,0.154,0.123,34.41,2,0
5454,US965186918,Bond,1945231.83,GBP,Barclays,0.314,0.134,19.17,3,0
5455,US827016244,Equity,4227042.29,GBP,JPMorgan,0.327,0.194,20.92,1,0
5456,US213770688,Bond,4942199.96,GBP,HSBC,0.645,0.18,34.47,2,1
5457,US177842160,Bond,4919312.41,JPY,Morgan Stanley,0.496,0.113,11.16,3,0
5458,US578187069,Derivative,2174517.7,JPY,Barclays,0.768,0.159,25.43,2,0
5459,US283644688,Equity,2433947.99,EUR,Morgan Stanley,0.701,0.073,37.61,3,0
5460,US560888234,Equity,1523973.79,EUR,Morgan Stanley,0.251,0.117,36.55,2,1
5461,US396549912,Derivative,1576953.63,JPY,JPMorgan,0.784,0.081,34.13,1,1
5462,US844087802,Equity,2467428.41,EUR,Goldman Sachs,0.847,0.067,10.65,1,0
5463,US779116162,Bond,1010587.76,JPY,HSBC,0.598,0.146,36.63,0,1
5464,US360611278,Bond,3558505.25,GBP,Morgan Stanley,0.928,0.059,37.35,3,1
5465,US682482460,Derivative,2686179.59,USD,BNP Paribas,0.783,0.076,29.91,2,1
5466,US651587444,Equity,4491358.61,GBP,JPMorgan,0.595,0.073,18.97,2,0
5467,US910166687,Equity,4054806.34,JPY,BNP Paribas,0.906,0.174,24.7,2,1
5468,US114054779,Equity,1619130.85,GBP,BNP Paribas,0.6,0.034,32.88,4,1
5469,US665060751,Derivative,2533965.07,JPY,HSBC,0.521,0.076,34.39,3,0
5470,US142858520,Bond,3755069.49,JPY,Morgan Stanley,0.356,0.178,20.3,2,0
5471,US947291464,Derivative,974068.64,EUR,HSBC,0.883,0.003,19.78,0,0
5472,US253143927,Bond,167672.67,JPY,BNP Paribas,0.123,0.19,32.09,1,1
5473,US111331383,Derivative,4262999.59,USD,HSBC,0.474,0.18,30.59,4,0
5474,US469872704,Bond,696375.78,EUR,Barclays,0.537,0.084,25.4,4,1
5475,US406610680,Equity,4448163.04,USD,Goldman Sachs,0.555,0.131,22.61,1,1
5476,US633309013,Equity,4568904.04,JPY,Morgan Stanley,0.652,0.198,29.71,4,1
5477,US500832847,Equity,2308895.19,GBP,BNP Paribas,0.506,0.111,10.97,0,0
5478,US973753000,Derivative,4035840.74,JPY,Goldman Sachs,0.257,0.019,12.27,0,0
5479,US647120491,Derivative,1822324.32,JPY,HSBC,0.857,0.171,27.19,1,1
5480,US459181234,Derivative,4292740.1,GBP,Goldman Sachs,0.658,0.027,16.31,3,0
5481,US252509045,Equity,4125162.6,GBP,Barclays,0.858,0.051,33.24,4,0
5482,US278491112,Bond,401806.76,USD,Barclays,0.276,0.175,33.17,2,1
5483,US235623878,Equity,2917182.69,EUR,Citi,0.637,0.051,31.3,2,1
5484,US964551629,Equity,3203594.53,EUR,Goldman Sachs,0.714,0.149,37.11,0,1
5485,US145362588,Bond,14277.88,EUR,Morgan Stanley,0.383,0.09,14.23,3,0
5486,US887878226,Bond,4899792.41,USD,Barclays,0.812,0.152,17.78,3,0
5487,US403219346,Bond,2038772.2,USD,Morgan Stanley,0.003,0.046,17.57,4,0
5488,US550859969,Bond,2591542.6,GBP,Goldman Sachs,0.595,0.084,33.47,4,1
5489,US763867304,Equity,982072.36,EUR,Barclays,0.614,0.064,25.64,1,0
5490,US669340332,Derivative,3058483.7,JPY,Citi,0.534,0.05,17.58,0,0
5491,US157413770,Equity,4054993.13,USD,Goldman Sachs,0.63,0.063,14.09,1,1
5492,US425127860,Bond,2933602.81,JPY,Morgan Stanley,0.167,0.065,36.79,1,0
5493,US786074797,Derivative,3942294.88,EUR,Citi,0.685,0.191,30.76,3,1
5494,US691958557,Derivative,3658228.72,EUR,Goldman Sachs,0.336,0.107,25.86,4,0
5495,US734685496,Equity,1195912.48,USD,Barclays,0.452,0.092,38.96,2,1
5496,US329942503,Equity,2184706.08,USD,BNP Paribas,0.333,0.101,35.49,1,1
5497,US166607761,Equity,751648.15,GBP,Goldman Sachs,0.474,0.199,15.34,0,0
5498,US751864498,Derivative,219260.02,JPY,JPMorgan,0.622,0.131,25.24,1,0
5499,US232637055,Derivative,324714.09,GBP,Morgan Stanley,0.838,0.141,24.58,2,1
5500,US973908783,Derivative,4713074.65,GBP,Barclays,0.483,0.063,35.33,2,0
5501,US993165761,Bond,4922841.92,JPY,Barclays,0.323,0.094,14.47,0,0
5502,US387649503,Bond,483937.77,EUR,JPMorgan,0.488,0.037,23.55,2,0
5503,US280326023,Equity,1682615.24,JPY,BNP Paribas,0.689,0.137,29.1,2,0
5504,US646966037,Derivative,580959.19,EUR,Citi,0.347,0.069,38.36,2,1
5505,US698739659,Equity,4172801.83,GBP,Barclays,0.414,0.15,36.98,1,0
5506,US880495598,Derivative,2486522.49,EUR,HSBC,0.563,0.043,26.02,0,0
5507,US279361976,Equity,3110096.16,EUR,Citi,0.294,0.081,28.2,1,0
5508,US520597070,Bond,2704155.22,EUR,Citi,0.209,0.094,35.57,0,0
5509,US385893339,Derivative,3554165.38,JPY,Citi,0.14,0.033,32.33,2,1
5510,US295786867,Bond,1602469.89,EUR,BNP Paribas,0.353,0.014,36.38,2,1
5511,US737020984,Derivative,696091.84,JPY,Goldman Sachs,0.048,0.063,36.88,4,0
5512,US418280364,Equity,97923.81,USD,JPMorgan,0.583,0.109,34.98,2,0
5513,US961048913,Derivative,2234007.51,USD,Morgan Stanley,0.176,0.131,10.28,0,1
5514,US638884929,Bond,4540093.8,GBP,JPMorgan,0.377,0.085,19.33,3,0
5515,US157416012,Derivative,1533280.02,GBP,Barclays,0.269,0.1,22.11,0,0
5516,US331131692,Equity,987824.54,JPY,JPMorgan,0.63,0.109,30.34,2,0
5517,US888007246,Derivative,4630953.3,EUR,Morgan Stanley,0.85,0.102,19.21,2,1
5518,US926978524,Bond,536188.71,EUR,Goldman Sachs,0.633,0.018,19.71,3,1
5519,US353657722,Equity,268487.16,USD,Barclays,0.543,0.081,22.01,2,1
5520,US283985897,Bond,4398271.74,JPY,Goldman Sachs,0.669,0.041,38.66,4,1
5521,US405639132,Derivative,3507537.82,EUR,Barclays,0.03,0.107,23.11,3,1
5522,US943475266,Bond,2116122.5,EUR,Morgan Stanley,0.123,0.152,14.22,1,1
5523,US400662786,Derivative,3764196.43,JPY,Goldman Sachs,0.095,0.116,10.19,4,1
5524,US531732405,Equity,3709785.36,GBP,Morgan Stanley,0.098,0.044,17.1,0,0
5525,US626276415,Bond,209902.21,JPY,Morgan Stanley,0.26,0.042,38.16,4,0
5526,US565612839,Bond,3384471.59,JPY,BNP Paribas,0.532,0.007,38.65,4,0
5527,US395123002,Derivative,3207953.16,EUR,JPMorgan,0.115,0.085,25.87,2,1
5528,US987487414,Bond,4819257.89,USD,Barclays,0.935,0.087,29.39,1,1
5529,US613567293,Bond,4833446.82,EUR,Citi,0.854,0.047,33.88,3,0
5530,US634639235,Equity,1895218.64,EUR,Citi,0.972,0.153,11.68,4,1
5531,US613171003,Derivative,2953311.14,EUR,Goldman Sachs,0.043,0.077,21.23,2,0
5532,US294644810,Derivative,715373.3,JPY,Morgan Stanley,0.851,0.134,29.27,4,1
5533,US773148025,Equity,341618.06,JPY,JPMorgan,0.804,0.128,36.95,1,0
5534,US529260254,Equity,2169571.56,EUR,Barclays,0.902,0.121,31.8,3,1
5535,US996641642,Derivative,3452511.23,EUR,Goldman Sachs,0.528,0.182,20.5,2,0
5536,US870037855,Equity,2843128,USD,Morgan Stanley,0.788,0.003,37.3,4,1
5537,US135921754,Equity,2153988.04,GBP,BNP Paribas,0.051,0.014,29.94,1,1
5538,US655023773,Equity,4092381.61,EUR,Citi,0.076,0.144,34.91,0,0
5539,US449471617,Derivative,3974193.09,JPY,Citi,0.119,0.071,21.57,0,1
5540,US794428733,Equity,3662390.85,GBP,Barclays,0.915,0.197,10.06,1,0
5541,US496535039,Bond,394390.92,GBP,Barclays,0.061,0.043,14.99,3,0
5542,US629316744,Bond,3984383.44,USD,Barclays,0.1,0.037,37.82,4,0
5543,US122821211,Derivative,4597912.37,GBP,Goldman Sachs,0.93,0.118,10.99,4,1
5544,US666887070,Equity,306616.02,EUR,Barclays,0.107,0.056,27.88,1,1
5545,US334052731,Bond,2014340.23,EUR,Goldman Sachs,0.87,0.068,22.27,4,1
5546,US509617889,Derivative,4941893.89,JPY,JPMorgan,0.789,0.184,22.89,3,1
5547,US197966396,Bond,3000201.9,EUR,Morgan Stanley,0.04,0.005,22.02,1,1
5548,US545296119,Equity,2572751.24,EUR,Citi,0.022,0.106,12.02,0,0
5549,US307958734,Derivative,895456.28,USD,HSBC,0.534,0.067,13.67,0,0
5550,US308983087,Bond,2831776.55,GBP,HSBC,0.997,0.069,11.89,2,1
5551,US385457816,Derivative,2200825.87,USD,Goldman Sachs,0.879,0.05,11.62,0,0
5552,US447957155,Bond,645940.85,GBP,Morgan Stanley,0.31,0.027,12.57,4,1
5553,US170931591,Bond,2327019.94,USD,BNP Paribas,0.386,0.007,30.9,3,1
5554,US856219080,Equity,830352.53,JPY,Barclays,0.388,0.198,13.43,3,0
5555,US459547129,Equity,3656011.47,USD,Citi,0.734,0.132,17.84,2,0
5556,US306297401,Bond,4868505.35,USD,BNP Paribas,0.341,0.155,29.71,4,0
5557,US237267044,Derivative,2353189.47,JPY,Goldman Sachs,0.148,0.013,13.37,1,0
5558,US190508655,Derivative,3165517.98,EUR,Barclays,0.747,0.003,37.31,2,1
5559,US107503276,Equity,2160567.87,EUR,Morgan Stanley,0.458,0.12,24.32,4,0
5560,US530368573,Bond,700884.73,JPY,JPMorgan,0.077,0.145,38.89,1,0
5561,US327642150,Equity,4853070.88,JPY,Morgan Stanley,0.79,0.079,15.78,0,1
5562,US862242527,Bond,656597.53,USD,Goldman Sachs,0.585,0.078,10.92,0,0
5563,US177344057,Bond,567017.77,JPY,JPMorgan,0.489,0.077,27.71,1,0
5564,US136515315,Equity,2301272.98,JPY,JPMorgan,0.673,0.031,19.86,2,0
5565,US702689232,Derivative,3297847.46,GBP,Barclays,0.505,0.151,27.17,1,0
5566,US162827874,Equity,1781067.12,GBP,Morgan Stanley,0.648,0.043,24.21,4,0
5567,US835115748,Bond,970659.94,EUR,Goldman Sachs,0.867,0.065,23.71,1,0
5568,US990098898,Equity,4096627.21,JPY,BNP Paribas,0.614,0.134,35.54,4,0
5569,US617430975,Derivative,1821885.57,USD,BNP Paribas,0.66,0,15.76,4,0
5570,US686779194,Derivative,979661.66,EUR,JPMorgan,0.614,0.153,24.99,0,0
5571,US829633350,Bond,1831773.54,EUR,Barclays,0.531,0.18,22.48,4,0
5572,US797863259,Equity,1080625.5,EUR,BNP Paribas,0.172,0.01,30.21,3,0
5573,US937412104,Derivative,2602044.21,JPY,JPMorgan,0.336,0.118,11.5,0,1
5574,US516451454,Equity,3344764.04,JPY,HSBC,0.693,0.082,25.88,0,1
5575,US703054299,Derivative,3999791.31,USD,Morgan Stanley,0.425,0.016,24.36,1,1
5576,US704538757,Bond,1145534.53,USD,BNP Paribas,0.406,0.136,39.21,4,1
5577,US781520569,Bond,843100.49,EUR,Citi,0.759,0.122,32.67,1,1
5578,US779586192,Equity,107821.07,JPY,HSBC,0.006,0.129,14.65,4,0
5579,US135351951,Bond,1148157.96,USD,Goldman Sachs,0.679,0.163,25.28,0,1
5580,US137432022,Derivative,129287.71,GBP,HSBC,0.489,0.057,33.51,3,0
5581,US552740062,Bond,1733916.28,GBP,Citi,0.377,0.135,25.74,0,0
5582,US517278850,Derivative,737008.51,EUR,Morgan Stanley,0.341,0.149,20.7,2,1
5583,US886679572,Derivative,2903679.04,GBP,Citi,0.173,0.034,21.3,1,1
5584,US761995071,Bond,1924796.53,EUR,Morgan Stanley,0.334,0.191,21.01,3,0
5585,US204379225,Derivative,476990.85,JPY,Morgan Stanley,0.391,0.068,10.6,1,0
5586,US697549859,Derivative,2005333.65,EUR,Barclays,0.437,0.143,31.92,4,1
5587,US540599017,Equity,1054647.1,EUR,HSBC,0.672,0.151,28.33,1,1
5588,US438472420,Equity,3404084.98,JPY,Citi,0.454,0.101,18.06,0,1
5589,US278870004,Equity,1828536.86,USD,JPMorgan,0.796,0.026,28.9,0,0
5590,US668616405,Bond,743679.75,USD,Morgan Stanley,0.64,0.055,19.26,1,0
5591,US135507773,Equity,1754512.64,USD,HSBC,0.19,0.047,17.3,4,1
5592,US772062377,Derivative,1129647.89,USD,Citi,0.277,0.104,32.23,4,0
5593,US344403019,Bond,3980937.22,EUR,JPMorgan,0.079,0.052,34.27,3,1
5594,US808545980,Bond,4917004.13,USD,Goldman Sachs,0.946,0.109,28.77,0,1
5595,US189948213,Bond,137202.03,GBP,JPMorgan,0.887,0.058,33.52,1,0
5596,US685026063,Bond,3453200.49,GBP,Citi,0.085,0,20.97,3,0
5597,US968675079,Derivative,1327149.59,USD,Citi,0.574,0.073,12.15,2,0
5598,US480125799,Derivative,341379.13,GBP,JPMorgan,0.96,0.121,28.15,3,0
5599,US374134074,Equity,81613.03,GBP,JPMorgan,0.747,0.155,17.68,2,0
5600,US896170040,Bond,4406238.25,JPY,BNP Paribas,0.492,0.006,33.32,2,0
5601,US528514540,Equity,1774496.45,JPY,Morgan Stanley,0.241,0.052,20.74,3,0
5602,US578947713,Derivative,4972774.02,USD,Citi,0.279,0.197,30.12,0,1
5603,US850978653,Bond,2217462.07,EUR,Morgan Stanley,0.736,0.052,26.59,3,0
5604,US609553373,Derivative,946112.78,EUR,Morgan Stanley,0.781,0.155,34.52,3,1
5605,US777911243,Equity,3887946.41,JPY,HSBC,0.529,0.102,34.97,0,1
5606,US130320939,Derivative,4633196.16,JPY,Goldman Sachs,0.121,0.024,12.05,0,0
5607,US907111886,Bond,4079948.94,EUR,HSBC,0.934,0.129,18.85,0,0
5608,US348796495,Bond,3728544.18,USD,Citi,0.845,0.193,36.13,0,1
5609,US430590800,Equity,1680151.48,EUR,Morgan Stanley,0.141,0.177,22.12,0,0
5610,US463646681,Bond,331806.92,EUR,Goldman Sachs,0.057,0.138,25.45,0,0
5611,US942484225,Derivative,1014483.75,GBP,BNP Paribas,0.536,0.102,15.5,3,0
5612,US674024881,Derivative,2239583.17,EUR,Morgan Stanley,0.284,0.064,26.58,1,0
5613,US670366347,Derivative,4781437.35,JPY,Morgan Stanley,0.283,0.071,17.94,1,0
5614,US932618866,Derivative,3617042.36,USD,BNP Paribas,0.087,0.069,34.88,1,0
5615,US408511577,Equity,4143132.4,EUR,Citi,0.953,0.184,16.01,3,0
5616,US962327574,Derivative,1393696.55,GBP,HSBC,0.83,0.042,20.8,0,0
5617,US785093521,Equity,3422276.91,JPY,JPMorgan,0.114,0.076,12.85,2,0
5618,US995491389,Derivative,4313566.34,JPY,BNP Paribas,0.877,0.086,27.64,0,0
5619,US298605535,Equity,2402263.46,GBP,JPMorgan,0.683,0.082,38.26,4,1
5620,US877762160,Derivative,2155160.38,JPY,Citi,0.325,0.001,15.19,0,0
5621,US194257535,Derivative,3599828.52,GBP,HSBC,0.871,0.054,10.59,1,0
5622,US311925053,Equity,2803959.31,JPY,JPMorgan,0.598,0.1,22.67,0,0
5623,US926175269,Bond,4965923.71,JPY,HSBC,0.849,0.152,32.45,0,0
5624,US242813688,Bond,2131262.98,JPY,Barclays,0.469,0.114,39.25,4,1
5625,US160395758,Bond,887956.95,JPY,JPMorgan,0.501,0.077,11.54,2,0
5626,US687387074,Equity,2364955.91,GBP,HSBC,0.291,0.133,33.58,2,1
5627,US912042917,Bond,1183672.92,EUR,BNP Paribas,0.388,0.133,21.06,1,1
5628,US685723101,Bond,2810656.57,JPY,Morgan Stanley,0.568,0.05,14.61,2,0
5629,US420025728,Equity,637726.99,GBP,Morgan Stanley,0.947,0.021,15.77,1,1
5630,US223370461,Bond,4750381.61,GBP,Goldman Sachs,0.6,0.161,37.72,3,1
5631,US183802796,Bond,4300516.18,GBP,BNP Paribas,0.147,0.106,34.28,4,0
5632,US426064095,Bond,786271.33,EUR,HSBC,0.007,0.035,19.35,0,0
5633,US920023451,Equity,870240.68,USD,Citi,0.851,0.052,38.21,4,1
5634,US935976569,Equity,2567068.99,GBP,Goldman Sachs,0.364,0.153,13.16,2,1
5635,US222224237,Bond,3866678.12,GBP,Morgan Stanley,0.315,0.131,19.68,0,1
5636,US764470426,Bond,1103205.88,GBP,Morgan Stanley,0.801,0.189,29.59,4,1
5637,US509324387,Equity,314248.88,EUR,Goldman Sachs,0.945,0.093,39.98,4,1
5638,US416828550,Bond,2732216.04,JPY,BNP Paribas,0.748,0.01,23.97,1,0
5639,US162856981,Equity,3461069.6,EUR,Barclays,0.174,0.14,34.32,3,1
5640,US371185481,Bond,1229383.8,GBP,JPMorgan,0.391,0.051,37.48,4,0
5641,US795651302,Equity,3701441.26,USD,HSBC,0.759,0.065,10.29,0,0
5642,US215064244,Derivative,4753712.49,GBP,HSBC,0.907,0.039,18.67,3,0
5643,US378913998,Derivative,694001.47,JPY,Barclays,0.999,0.062,13.01,3,0
5644,US407725518,Equity,2560035.04,USD,Barclays,0.512,0.166,33.28,0,0
5645,US220367491,Derivative,293641.33,USD,Barclays,0.823,0.115,27.01,3,1
5646,US146606102,Bond,1041238.43,EUR,HSBC,0.047,0.022,12.87,2,0
5647,US906261573,Equity,458198.57,EUR,BNP Paribas,0.286,0.117,22.62,3,0
5648,US257661143,Equity,2025993.05,JPY,Barclays,0.372,0.127,25.42,1,0
5649,US479610451,Bond,4105950.63,EUR,JPMorgan,0.976,0.177,30.93,3,0
5650,US201629945,Bond,2889880.95,JPY,Citi,0.003,0.172,33.38,4,0
5651,US954478692,Equity,1120698.34,USD,Goldman Sachs,0.308,0.013,12.64,3,0
5652,US608297419,Bond,210152.13,USD,Barclays,0.93,0.173,24.63,1,1
5653,US746856864,Equity,2771456.99,USD,Barclays,0.307,0.01,14.83,1,0
5654,US883171099,Bond,672655.61,JPY,Goldman Sachs,0.225,0.031,32.6,3,0
5655,US233784320,Equity,1720242.8,EUR,HSBC,0.73,0.022,29.73,2,1
5656,US141130558,Bond,2555859.37,EUR,HSBC,0.745,0.036,31.69,3,1
5657,US160148245,Bond,4519625.35,EUR,Goldman Sachs,0.472,0.161,12.25,0,0
5658,US244639045,Derivative,418298.4,GBP,HSBC,0.947,0.137,25.31,1,1
5659,US809704572,Derivative,3346351.89,USD,HSBC,0.203,0.137,35.22,3,1
5660,US654848660,Derivative,80265.61,USD,Citi,0.913,0.184,31.4,2,0
5661,US694698847,Bond,3153243.68,GBP,Morgan Stanley,0.756,0.078,35.85,2,0
5662,US419231566,Equity,2762147.12,USD,Citi,0.368,0.001,16.18,2,0
5663,US346261252,Bond,4061214.43,USD,Morgan Stanley,0.807,0.128,18.61,4,1
5664,US658517051,Derivative,2662995.74,GBP,BNP Paribas,0.133,0.174,23.24,4,0
5665,US267414903,Bond,1769556.83,USD,JPMorgan,0.131,0.195,25.7,4,0
5666,US564373549,Derivative,1221326.85,EUR,HSBC,0.93,0.073,17.56,0,0
5667,US816604081,Derivative,435396.21,GBP,Citi,0.095,0.164,21.44,0,0
5668,US245051311,Equity,2677717.24,USD,JPMorgan,0.004,0.17,30.61,3,1
5669,US413650053,Equity,4442726.41,EUR,Goldman Sachs,0.389,0.029,29.36,4,0
5670,US868734424,Derivative,2578575.02,JPY,Citi,0.104,0.126,13.31,4,0
5671,US735308087,Derivative,3698123.26,USD,BNP Paribas,0.863,0.035,39.57,0,0
5672,US963568237,Bond,1499190.34,GBP,Goldman Sachs,0.923,0.089,26.88,2,1
5673,US693213114,Derivative,2246172.99,EUR,BNP Paribas,0.482,0.176,24.51,2,0
5674,US160993015,Bond,1629769.99,JPY,BNP Paribas,0.425,0.158,39.02,1,0
5675,US423370727,Derivative,555237.9,JPY,Barclays,0.539,0.114,14.21,3,0
5676,US748372124,Equity,2090773.13,USD,Goldman Sachs,0.226,0.162,26.31,3,0
5677,US900666054,Equity,3823793.29,JPY,HSBC,0.298,0.031,34.15,4,1
5678,US816279884,Derivative,1980925.25,GBP,BNP Paribas,0.101,0.039,21.97,0,0
5679,US423907813,Bond,3254394.32,JPY,Barclays,0.446,0.042,32.09,3,0
5680,US505133201,Bond,3795491.27,USD,Morgan Stanley,0.612,0.155,36.97,2,1
5681,US507469313,Bond,1620453.77,JPY,Barclays,0.93,0.178,17.85,0,0
5682,US369352928,Derivative,3989597.65,USD,HSBC,0.739,0.113,17.24,4,1
5683,US429434293,Derivative,1701239.33,JPY,Morgan Stanley,0.723,0.192,20.82,4,0
5684,US988361852,Equity,1287974.23,EUR,Barclays,0.308,0.146,22.55,3,0
5685,US388861951,Equity,1120006.38,USD,Barclays,0.888,0.113,13.33,3,1
5686,US507669423,Derivative,1007521.69,GBP,JPMorgan,0.947,0.122,16.94,1,1
5687,US429218074,Equity,3688249.12,GBP,JPMorgan,0.932,0.17,36.2,3,0
5688,US757532555,Bond,4438671.21,JPY,HSBC,0.039,0.018,27,3,0
5689,US429163050,Bond,1160935.89,EUR,Goldman Sachs,0.604,0.034,18.03,2,0
5690,US888431804,Derivative,435349.09,JPY,BNP Paribas,0.643,0.053,38.31,2,1
5691,US320537946,Bond,1575697.21,JPY,HSBC,0.295,0.179,33.23,0,0
5692,US343374559,Derivative,3292657.72,EUR,JPMorgan,0.992,0.189,20.87,3,0
5693,US848436028,Bond,1848915.26,USD,Morgan Stanley,0.291,0.071,32.96,3,1
5694,US563956425,Derivative,2750390.93,GBP,JPMorgan,0.217,0.185,27.88,4,0
5695,US124561090,Bond,3724081.78,EUR,Goldman Sachs,0.484,0.109,30.51,2,1
5696,US405639774,Bond,2048307.87,JPY,Citi,0.323,0.095,19.64,4,0
5697,US273305486,Equity,4998477.21,USD,Morgan Stanley,0.924,0.167,16.28,3,1
5698,US332058255,Equity,1496766.81,JPY,Citi,0.44,0.109,17.61,2,0
5699,US792312316,Equity,4891459.28,USD,Morgan Stanley,0.41,0.091,12.51,3,1
5700,US392506380,Equity,1023118.03,GBP,BNP Paribas,0.626,0.003,24.13,1,0
5701,US658692208,Equity,563549.4,GBP,BNP Paribas,0.081,0.003,22.19,4,1
5702,US196318451,Equity,3756644.82,USD,BNP Paribas,0.757,0.126,10.08,2,0
5703,US708643530,Derivative,3514525.19,GBP,Goldman Sachs,0.768,0.015,35.69,2,1
5704,US574279610,Derivative,4057735.04,JPY,JPMorgan,0.474,0.147,30.46,3,1
5705,US525970580,Equity,1724516.2,USD,Citi,0.956,0.124,23.4,3,0
5706,US244904690,Derivative,4654730.19,JPY,Citi,0.579,0.092,39.01,0,1
5707,US770065589,Equity,606212.33,USD,JPMorgan,0.695,0.142,38.22,0,0
5708,US384243914,Derivative,161082.74,JPY,Goldman Sachs,0.924,0.199,12.85,4,1
5709,US158834845,Bond,1509813.79,GBP,JPMorgan,0.666,0.049,28.45,2,1
5710,US369629438,Derivative,3988649.07,EUR,Barclays,0.432,0.111,34.51,3,1
5711,US444551931,Derivative,3368181.71,JPY,Barclays,0.025,0.169,15.19,4,0
5712,US762893871,Derivative,2186681.73,USD,BNP Paribas,0.728,0.003,13.84,2,0
5713,US367131380,Bond,1288705.53,GBP,Barclays,0.965,0.041,17.79,3,1
5714,US167615317,Equity,305771.21,USD,Citi,0.47,0.104,18.39,0,1
5715,US161767845,Derivative,1694152.84,JPY,BNP Paribas,0.34,0.11,38.95,2,0
5716,US173657758,Derivative,2305498.64,USD,Citi,0.519,0.017,33.41,3,1
5717,US161647309,Bond,3438248.95,USD,Goldman Sachs,0.728,0.081,11.79,4,0
5718,US815555735,Equity,3233400.06,JPY,Morgan Stanley,0.001,0.104,33.59,4,0
5719,US631472497,Derivative,4737251.07,GBP,JPMorgan,0.887,0.085,15.09,1,0
5720,US985444016,Bond,510975.64,GBP,HSBC,0.886,0.14,20.72,2,1
5721,US152839391,Equity,1688337.21,JPY,HSBC,0.541,0.154,19.56,4,1
5722,US353214051,Equity,2413074.63,GBP,HSBC,0.122,0.092,18.17,2,0
5723,US267237535,Derivative,3356772.01,EUR,Morgan Stanley,0.672,0.085,19.26,4,1
5724,US669704118,Derivative,2482303.94,USD,Citi,0.138,0.141,32.63,2,0
5725,US474175950,Derivative,4564663.58,JPY,JPMorgan,0.508,0.111,18,2,0
5726,US149975039,Derivative,3047275,EUR,Citi,0.094,0.174,34.02,2,1
5727,US613361130,Bond,207930.39,USD,Goldman Sachs,0.589,0.096,12.73,1,0
5728,US122961593,Bond,577143.29,JPY,BNP Paribas,0.318,0.115,27.86,0,0
5729,US372280930,Derivative,3769942.85,GBP,JPMorgan,0.831,0.026,35.89,2,1
5730,US909230850,Equity,3581780.6,JPY,Citi,0.8,0.167,12.38,0,1
